,name,duration,rating,review
113,Kanal Reviu dan Gagasan,3 years ago,5 stars,The Sekaten Festival 2019 was so amazing. Back to tradition cencept after commercialism concept for decades made me miss these things. Only 4 days left!
114,stevitri sarasti,4 years ago,5 stars,"Such a rich culture to know! It's recommended to get a guide called ""abdi dalem"" to tell you everything in detail. I'm amazed even though I'm Indonesian."
115,Tommy Efrata,8 months ago,5 stars,"Tickets are very affordable, including a professional tour guide. Inside the palace many thematic exhibits are available. One of the best educational and historical tours in Indonesia"
116,Susie Ncuss,5 years ago,5 stars,"If you are a first timer to visit this place, make sure you ask a guide to accompany your Journey. The guide will explain everything about Palace and Sri Sultan Hamengkubuwono IX.

10-11 am on sunday we can enjoy women and Girls Who practice their dance with mentor.
And at 11-12 u can see their performance at one of Palace ballroom.
It was a lovely experience 😍"
117,Didik Zulfahmi Akbar,2 years ago,5 stars,"I love this place.
The Kraton Yogyakarta is very well known as an international heritage. Every single building has a different function and spread positive energy. I want to stay longer just because of it.
There are kinds of relics such as gamelan, wayang, kreta, etc. I extremely love the architecture. Start from the floor, pillars, decoration, and every detail wood-engraved.
I hope, everyone knows this magnificent place as well as the history."
118,Remilia Scarlet,3 months ago,5 stars,"must should give it a visit, you'd see a lot of historic stuff here if you're that kind of person!"
119,Tedwin Tansan,4 years ago,5 stars,"This is the place where we can get to know the life of Keraton family. You get to witness the place where Presiden Soekarno inaugurated.
Also, besides the Palace, there are several spot that can be visited. The best day to come here is everyday besides Friday because all activities, such as Gamelan and other performances are temporarily dismissed that day."
120,jimmy sallan,5 years ago,5 stars,A must visit while in Jogja even if it's not ur first visit... It's recommended to enter the palace from south gate entrance so you can explore inside the palace...
121,Rita,5 years ago,5 stars,Good place to know about The Palace of Yogyakarta. The ticket was quite cheap both for local people and foreigner. We took a guide to tell us more about the place. He was so helpful. We were happy to visit this place.
122,Glenn Main-Main,5 years ago,5 stars,"This is one of the most well known historical palace in Indonesia and also one of the main tourist destination of Jogjakarta. The place is huge and you can get a tour guide to tell much about the history and the detail of the palace. Here, you can feel the ambience of Jogjakarta, and you can watch several shows here related to the Javanese culture."
123,Akshay Sinha,4 years ago,5 stars,Beautiful palace in middle of city. Easy two hour tour to see beautiful antiques and the palace. Very educational and beautiful shows everyday for music and dance available as well for gratis with ticket- just time your visit with it.
124,Annisa Giofani,3 years ago,5 stars,A very appropriate place to visit if we want to get to know and know the great city of Yogyakarta. Affordable admission tickets and shady atmosphere makes you feel at home here.
125,Hew Choon Kok,4 years ago,5 stars,"15k entrance fee, 1k camera, motorbike parking 3k, worth a visit"
126,Transport Jogja,5 days ago,5 stars,Good place to visit and learn the Javanese culture
127,Lilik Ekowati,5 years ago,5 stars,A traditional house of Sultan Yogyakarta. Places with traditional culture. You can learning about Java culture.
128,nadiyah humayra,3 years ago,5 stars,The complex building of the palace is the main seat of present sultan who is still conserving royal tradition. This palace is one of tourism destination in yogyakarta city.
129,Agung Irawan Marta Lingga,4 years ago,5 stars,"The iconic spot at Yogyakarta! I always come to here every month, I love the ceremony and history of Keraton Yogyakarta. I always take my family and my friends who visited Yogyakarta to this place. You can enjoy the traditional dance in every sunday at 9 am - 12 pm. You can rent a tour guide and pay them as you want."
130,Irwan Saputra,3 years ago,5 stars,"Well loved place, you must take a look here.  And here i support you with several photos to help"
131,Dian Prakoso,3 years ago,5 stars,"Get immersed in the rich Javanese cultural heritage by having a guided tour inside this palace. It might not be as majestic as Versaille, but a visit in this modest palace will give you an insight on Javanese typical feudal, hierarchical society at the very least."
132,Barlin Fu'ad Noor,4 years ago,5 stars,One of the cultural education for the children....good to know the history of Keraton Jogjakarta...how the support to Indonesia (NKRI)...proud to have it...
133,Krisna Mahadiputra,3 years ago,5 stars,This place is beautiful palace contains story and  attributtes of Sultan Hamengkobuwono IX
134,sumaryanti summa,4 years ago,5 stars,Sultan palace. My special place. I have president but also have a king. They are different but make us unity in diversity.
135,Gian Arfansyah,4 years ago,5 stars,"Better to not use guide, because you can explore this place in 15 minutes. And the information on brochure guide is quite sufficient."
136,deny,3 weeks ago,5 stars,"Historical palace..
Traditional culture Yogyakarta
Awesome"
137,Achmad Ridhony,4 years ago,5 stars,"Very interesting experience, feel the best Indonesian culture, proud to be Indonesian.."
138,Rini Yanti,5 years ago,5 stars,"The Sultan Palace is the national heritage of Yogyakarta Sultanat, we can see many thing from the past, like the royal dress for the Sultan, and the families, the chariots etc"
139,Bagas Arya,3 years ago,5 stars,Keraton ngayogyakartadiningrat. Old Javanese human and king lived. There are Javanese culture and more about java.
140,Riska Amelia,3 years ago,5 stars,The palace dance performance every Sunday is a must see attraction in Yogyakarta.
141,AHLEN Pangandaran,5 years ago,5 stars,Great historical tours.. love the old history of Yogyakarta. Good guide speaks english too..
142,Indah YeIn,4 years ago,5 stars,"Here you can know more about hows royal family life. If you kind of people who dont want to back home with nothing, I recomend you to use a tour guide, the will tell you about all of amazing history you might be havent heard it before. For the entrance ticket you just need to pay around 5k per people and 3k per camera"
